province,cons_no,cons_code,no_1,name_1,party_1,no_2,name_2,party_2,no_3,name_3,party_3,no_4,name_4,party_4,no_5,name_5,party_5,no_6,name_6,party_6,no_7,name_7,party_7,no_8,name_8,party_8,no_9,name_9,party_9,no_10,name_10,party_10,no_11,name_11,party_11,no_12,name_12,party_12,no_13,name_13,party_13,no_14,name_14,party_14,no_15,name_15,party_15,no_16,name_16,party_16,no_17,name_17,party_17,no_18,name_18,party_18,no_19,name_19,party_19
เชียงใหม่,1,เชียงใหม่.01,1,นายปราณกมล สุขวรวงษ์,วิชชั่นใหม่,2,นางสาวเพชรรัตน์ ใหม่ชมภู,ประชาชน,3,นางสาวมนัญชยา นิลประยูร,เศรษฐกิจ,4,นายภวฤทธิ์ กาญจนเกตุ,กล้าธรรม,5,นายชินภัสร์ กิจเลิศสิริวัฒนา,ภูมิใจไทย,6,นายธีรพัฒน์ ตันพิริยะกุล,เพื่อไทย,7,นางสาวนารากร ติยายน,ประชาธิปัตย์,8,นายพจนารถ ศรียารัณย,โอกาสใหม่,9,นายนิธิวิทย์ เกียรติสยมภู,รวมไทยสร้างชาติ,10,นายญาณพัฒน์ พันอ้น,ไทยก้าวใหม่,11,นายอิสระพงศ์ เจริญวรายุทธ,รักชาติ,12,ว่าที่ร้อยเอก จอห์นนพดล วศินสุนทร,เสรีรวมไทย,,,,,,,,,,,,,,,,,,,,,
เชียงใหม่,2,เชียงใหม่.02,1,นายเพทาย เตโชฬาร,เพื่อไทย,2,พลตำรวจตรี ปิยะพันธ์ ภัทรพงศ์สินธุ์,ประชาธิปัตย์,3,ร้อยตำรวจตรี ดร. เกษมสันต์ ยศรุ่งโรจน์,กล้าธรรม,4,นายอานนท์ สิงห์ตาแก้ว,รวมไทยสร้างชาติ,5,นางศรีพรรณ์ เขียวทอง,ก้าวอิสระ,6,นายยุทธนา สุวรรณ,ภูมิใจไทย,7,นายเลอยศ พุทธชิโนรสสกุล,พลังประชารัฐ,8,นางสาวการณิก จันทดา,ประชาชน,9,นายตะวัน ตุ้มวอน,เศรษฐกิจ,10,นายประเสริฐ คเณสุข,วิชชั่นใหม่,11,นายภาณุวิชญ์ สายหมอก,ไทยก้าวใหม่,12,นางสาวศิวพร ตุลวรรธนะ,ประชากรไทย,,,,,,,,,,,,,,,,,,,,,
เชียงใหม่,3,เชียงใหม่.03,1,นายเกษม ปารมีศิลป์ขจร,ภูมิใจไทย,2,นายเตชสิทธิ์ สีแดง,วิชชั่นใหม่,3,พลตรี พนม ศรีเผือด,โอกาสใหม่,4,นายธนากร สุภาษา,กล้าธรรม,5,นายณัฐพล โตวิจักษณ์ชัยกุล,ประชาชน,6,นางสรวีย์ เขื่อนวงค์วิน,เศรษฐกิจ,7,นายไพศาล ใจแก้ว,รวมไทยสร้างชาติ,8,นายจักรพล ตั้งสุทธิธรรม,เพื่อไทย,9,นายศักดิ์สุบรรณ คันธา,ประชาธิปัตย์,10,นายอรุณ โปธิตา,พลวัต,11,นางจิตรา สุจารี,ประชากรไทย,12,นายพรชัย อรรถปรียางกูร,ก้าวอิสระ,13,นายสมหวัง อุทัศ,เสรีรวมไทย,14,นางดรุณี นันทวิชัย,เพื่อบ้านเมือง,,,,,,,,,,,,,,,
เชียงใหม่,4,เชียงใหม่.04,1,นายศรัณญ์ ใจคำ,ภูมิใจไทย,2,นางกิ่งกาญจน์ ณ เชียงใหม่,ก้าวอิสระ,3,นายสุนทร ชัยศรีอ้าย,เศรษฐกิจ,4,นายภานุ เจริญสุข,เพื่อไทย,5,นายประเสริฐ ทรงคำ,พลังประชารัฐ,6,นางสาวพุธิตา ชัยอนันต์,ประชาชน,7,นายจิรวัฒน์ อริยคงพันธุ์,ประชาธิปัตย์,8,นายโสภณ โกชุม,กล้าธรรม,9,นายธนกฤต การบูรณ์,วิชชั่นใหม่,10,พันเอก ศรัณย์ แสนพรหม,รวมไทยสร้างชาติ,11,นายบุญฤทธิ์ มูลเฟย,ประชากรไทย,12,นายชาญชัย ชัยมงคล,ไทยก้าวใหม่,13,นางภัทรพรรณ เหล่าสถิรวงค์,ปวงชนไทย,,,,,,,,,,,,,,,,,,
เชียงใหม่,5,เชียงใหม่.05,1,นางสาวอัจฉรารัตน์ นันทะเสน,เพื่อไทย,2,นางณัฐสุรางค์ กิตติภัทเมธา,วิชชั่นใหม่,3,ร้อยตำรวจเอก ปรีชาพล รัตนมณี,เศรษฐกิจ,4,นายกฤศอนันต์ วัฒนะ,โอกาสใหม่,5,นายธนภูมิ วงศ์บุณยกรชัย,กล้าธรรม,6,นางวาสนา ทองสุข,ภูมิใจไทย,7,นายสุรเวศม์ รินแก้ว,ประชาธิปัตย์,8,ร้อยตำรวจโท วิทยา สิงห์มณี,รวมไทยสร้างชาติ,9,นายสมชิด กันธะยา,ประชาชน,10,นางจินตนา ไชยชมภู,ก้าวอิสระ,11,นางฉัฐฐ์คณากร ภักดี,ประชากรไทย,12,นางสาวอรณิช ชัยขัน,เพื่อบ้านเมือง,,,,,,,,,,,,,,,,,,,,,
เชียงใหม่,6,เชียงใหม่.06,1,นางสาวสุภานันท์ ปัญญาทิพย์,กล้าธรรม,2,ว่าที่ร้อยตรีหญิง อรพรรณ จันตาเรือง,ประชาชน,3,นายเอก ปุกมณี,วิชชั่นใหม่,4,นายอุทิศ สายดวงแก้ว,ประชาธิปัตย์,5,นายวรโชติ จี้เรือน,ภูมิใจไทย,6,นายธรรมนูญ วุฒิลักษณ์,เศรษฐกิจ,7,นายอรุณ ธนะหมี,รวมไทยสร้างชาติ,8,นายบัณจงศักดิ์ วงศ์รัตนวรรณ,เพื่อไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เชียงใหม่,7,เชียงใหม่.07,1,นายอดุลย์ บุญใส,ภูมิใจไทย,2,นายสมดุลย์ อุตเจริญ,ประชาชน,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4,นายสันติ ตันสุหัช,ก้าวอิสระ,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,7,นายไกร ดาบธรรม,พลังประชารัฐ,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เชียงใหม่,8,เชียงใหม่.08,1,นายพิชิต ผ่องเกษร,เศรษฐกิจ,2,นายสุรพล เกียรติไชยากร,พลังประชารัฐ,3,นายณัฏฐ์พัฒน์ รัฐผไท,เพื่อไทย,4,นายภัทรพงษ์ ลีลาภัทร์,ประชาชน,5,นายชัยวัฒน์ เชื้อสกุล,ประชาธิปัตย์,6,นายภัทรพนธ์ ชาชุมพร,วิชชั่นใหม่,7,นางสาวกุสุมา บัวพันธ์,กล้าธรรม,8,นายสุริยนต์ ปันทะนะ,ภูมิใจไทย,9,นางสาวฌาญาณนันท์ สุริยา,โอกาสใหม่,10,นายพงศพัศ กันทา,ประชากรไทย,11,นายภูสวัสดิ์ สุขเลี้ยง,รวมไทยสร้างชาติ,12,นายศานต์ภิสิทธิ์ ปัญญาทิพย์,เพื่อบ้านเมือง,,,,,,,,,,,,,,,,,,,,,
เชียงใหม่,9,เชียงใหม่.09,1,นางสาวศรีนวล บุญลือ,ภูมิใจไทย,2,นายยงยุทธ์ ยาวิชัย,เพื่อไทย,3,นายฉัตรณพัฒน์ สมศักดิ์เกตุกร,ประชาชน,4,นายวารัชกรณ์ ชุณหบุญญทิพย์,วิชชั่นใหม่,5,นายนเรศ ธำรงค์ทิพยคุณ,กล้าธรรม,6,นายณรงค์ ภูอิทธิวงศ์,ประชาธิปัตย์,7,นายถาวร เกียรติไชยากร,พลังประชารัฐ,8,นางสาวกาญจนา อาวรณ์,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เชียงใหม่,10,เชียงใหม่.10,1,นางสาวศรีโสภา โกฏคำลือ,เพื่อไทย,2,นายสุนทร มาลีการุณกิจ,ภูมิใจไทย,3,นายชาตรี หล้าพระบาง,ประชาธิปัตย์,4,นายนรพล ตันติมนตรี,กล้าธรรม,5,นายธวัชชัย แสงสว่าง,พลังประชารัฐ,6,นายอิทธิธัญกร ตาคำ,ประชาชน,7,นายวัฒนกร แก้วภักดี,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบุรี,1,เพชรบุรี.01,1,นายฐานันดร์ ขันธ์แก้ว,ประชาธิปัตย์,2,นางสาวปินดา ปุโรทกานนท์,ประชาชน,3,นางธิวัลรัตน์ อังกินันทน์,ภูมิใจไทย,4,นายประพัฒน์ ปานยิ้ม,เพื่อไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบุรี,2,เพชรบุรี.02,1,ผู้ช่วยศาสตราจารย์ เกริกฤทธิ์ อัมพะวัต,เศรษฐกิจ,2,นายอนันตชัย ชาครานุวัฒนพงศ์,ประชาธิปัตย์,3,นายสันทัศน์ คุ้มสอาด,ประชาชน,4,นายปฏิญญา ปักกิ่งเมือง,เพื่อไทย,5,นายฤกษ์ อยู่ดี,ภูมิใจไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบุรี,3,เพชรบุรี.03,1,นายกฤษณ์ แก้วอยู่,กล้าธรรม,2,นายวิรัฐ จันทวิโรจน์,ประชาธิปัตย์,3,นายหัสพันธ์ เสมเถื่อน,ประชาชน,4,นายอำนาจ โกงกาง,เพื่อไทย,5,จ่าอากาศเอก อภิชาติ แก้วโกศล,ภูมิใจไทย,6,ว่าที่ร้อยตรี เสรี รูปิยะเวช,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบูรณ์,1,เพชรบูรณ์.01,1,นางสาวพิมพ์พร พรพฤฒิพันธุ์,ภูมิใจไทย,2,นายธนเดช หินวิเศษ,ประชาธิปัตย์,3,นายพรเทพ เพชรรุ่งทอง,กล้าธรรม,4,นายสิทธิชัย ต๊ะอาจ,เพื่อไทย,5,นายรัฐภูมิ เลิศไพจิตร,ประชาชน,6,นายณัฐพล ขวัญแจ่ม,ปวงชนไทย,7,นางสาวพัชรีนิษฐ์ สุขเสถียร,รวมไทยสร้างชาติ,8,นายกฤษณพงศ์ สอนน้อย,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบูรณ์,2,เพชรบูรณ์.02,1,นายประเสริฐ ฤทธิ์คุ้ม,ประชาธิปัตย์,2,นายรวงทิพร แสนคำภูเขตต์,ประชาชน,3,นางสาวนธพร ตันติบูล,ปวงชนไทย,4,นายยุพราช บัวอินทร์,ภูมิใจไทย,5,นายจักรัตน์ พั้วช่วย,กล้าธรรม,6,นายธนะโรจน์ อัครกิจชัยนนท์,เพื่อไทย,7,นายบัณฑิต บุญอุดมกิจ,ไทยพิทักษ์ธรรม,8,นายมนตรี ผลจันทร์,พร้อม,9,นายวงศ์วิศว์ ผลลอย,พลังประชารัฐ,10,นายจำเนียร โฉมงาม,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบูรณ์,3,เพชรบูรณ์.03,1,นางสาวตรีชฎา ศรีธาดา,เพื่อไทย,2,นายบุญชัย กิตติธาราทรัพย์,ภูมิใจไทย,3,นายมนตรี ขุนเทพ,ประชาชน,4,นายธนาดร หลิมเจริญ,ประชาธิปัตย์,5,นายชัยณรงค์ สืบสุรีย์กุล,กล้าธรรม,6,ร.ท. อเนก ก้อนมณี,เศรษฐกิจ,7,นายจักรพันธ์ พิมเสน,ไทยพิทักษ์ธรรม,8,นายอดิกานต์ วิทยศักดิ์,ปวงชนไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบูรณ์,4,เพชรบูรณ์.04,1,นายพรหมธาดา วิเศษสิงห์,ประชาชน,2,นายวิเชียร แดงม่วง,กล้าธรรม,3,นายทวีศักดิ์ เชื้อบุญมี,พร้อม,4,นายทองมา ทองอ่ำ,โอกาสใหม่,5,นายทวีศักดิ์ อนรรฆพันธ์,เพื่อไทย,6,นายโชคชัย มั่นเติม,ประชากรไทย,7,นายวรโชติ สุคนธ์ขจร,ภูมิใจไทย,8,นายภาณุวัฒน์ หาญเชิงชัย,ประชาธิปัตย์,9,นายธนภาค บุ้งจันทร์,เศรษฐกิจ,10,นางสาวนัฐธันยพร ภวิตรารัตนศิริ,ปวงชนไทย,11,นายเกรียงศักดิ์ ศรีวงษ์ราช,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบูรณ์,5,เพชรบูรณ์.05,1,นายชูชีพ น่วมเป้า,กล้าธรรม,2,นางวันเพ็ญ พร้อมพัฒน์,ภูมิใจไทย,3,นางสาวธารดา จันทร์สอน,ประชาชน,4,นายบุญร่วม แสงมี,เศรษฐกิจ,5,นายสุประวีณ์ อนรรฆพันธ์,เพื่อไทย,6,ร้อยเอก ทรงพล ทวีค้ำคูณ,รวมไทยสร้างชาติ,7,นายธีรศาสนติ์ ทัศน์สุวรรณ,ประชาธิปัตย์,8,นายทองสุข บำรุงนอก,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เพชรบูรณ์,6,เพชรบูรณ์.06,1,นายเกรียงไกร ปานสีทอง,เพื่อไทย,2,นายศุภกิตติ์ คำดี,ประชาธิปัตย์,3,นายอัคร ทองใจสด,ภูมิใจไทย,4,นายอัครพงษ์ สิทธิ,ประชาชน,5,นายคฑาเพชร แก่นแก้ว,กล้าธรรม,6,นายมนัส ทองคันทา,ปวงชนไทย,7,นายสรธร โฉมงาม,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เลย,1,เลย.01,1,นายฉัตรชัย ลีกระจ่าง,ภูมิใจไทย,2,พันโท วีระ กองสิงห์,พลังประชารัฐ,3,นายทศพล พรหมเกตุ,ประชาธิปัตย์,4,นายนิติกรณ์ เกียวประเสริฐ,รวมไทยสร้างชาติ,5,นางสาวอาริยา ภูมิพัฒน์,กล้าธรรม,6,นายวิทยา บุญมีวิเศษ,ประชาชน,7,นายเลิศศักดิ์ พัฒนชัยกุล,เพื่อไทย,8,ดาบตำรวจ ไมตรี วาที,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เลย,2,เลย.02,1,นายชูศักดิ์ บัวระภาสิริ,กล้าธรรม,2,นายศรัณย์ ทิมสุวรรณ,เพื่อไทย,3,นายสมศักดิ์ คำมงคุณ,ประชาชน,4,นายสุรสีห์ ลานนท์,ประชาธิปัตย์,5,นายจีระศักดิ์ น้อยก่ำ,พลังประชารัฐ,6,นายนิธินันท์ อินทรโฆษิต,เศรษฐกิจ,7,นายเกรียงไกร กลิ่นจันทร์,ภูมิใจไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เลย,3,เลย.03,1,นายอดุลย์วิชญเดช ติยะบุตร,กล้าธรรม,2,นางอัชฌิมา แสงสุวรรณ,เพื่อไทย,3,นายธนยศ ทิมสุวรรณ,ภูมิใจไทย,4,นายเอกรินทร์ สีหาบุตร,ประชาชน,5,นายกิตติพันธ์ ปฐมชัยเกียรติ,ประชาธิปัตย์,6,นายลำพูน มูลสุวรรณ,รวมไทยสร้างชาติ,7,นายบุญโฮม ดวงคำจันทร์,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เลย,4,เลย.04,1,นางสาวณัฐวรีย์ ทรัพย์มณีโภคิน,ประชาธิปัตย์,2,นายวันชัย บุษบา,โอกาสใหม่,3,นางสาวศวิตา สำลีพันธุ์,ประชาชน,4,นายสมเจตน์ แสงเจริญรัตน์,เพื่อไทย,5,นายราเชนท์ กงสิมมา,กล้าธรรม,6,นายบรรพต ยาฟอง,พลังประชารัฐ,7,นางนิศากร ไชยคุณ,ภูมิใจไทย,8,นายแสงเดือน ศรีบุรินทร์,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
